2011-07-09 15:32:59.871369	BATP204	96
2011-07-09 15:51:41.137664	M016	OFF
2011-07-09 15:51:41.703305	M018	ON				1.9
2011-07-09 15:51:42.361467	SS010	STILL
2011-07-09 15:51:42.849887	M051	ON
2011-07-09 15:51:42.882613	M017	OFF
2011-07-09 15:51:42.910886	M018	OFF
2011-07-09 15:51:45.730615	M051	OFF
2011-07-09 15:51:46.021423	SS001	MOVED
2011-07-09 15:51:46.270791	SS010	MOVED
2011-07-09 15:51:46.731516	SS002	MOVED
2011-07-09 15:51:48.452661	SS003	STILL
2011-07-09 15:51:49.103676	M051	ON
2011-07-09 15:51:50.693849	D011	CLOSE
2011-07-09 15:51:51.632282	M018	ON				1-2-end
2011-07-09 15:51:52.641446	SS010	STILL
2011-07-09 15:51:53.057057	M017	ON
2011-07-09 15:51:53.241419	M051	OFF
2011-07-09 15:51:54.06103	M018	OFF
2011-07-09 15:51:54.273487	M016	ON
2011-07-09 15:51:54.604017	M015	ON
2011-07-09 15:51:54.811601	SS001	STILL
2011-07-09 15:51:55.274062	M017	OFF
2011-07-09 15:51:55.530412	SS002	STILL
2011-07-09 15:51:55.748292	M008	ON
2011-07-09 15:51:56.032447	M009	ON
2011-07-09 15:51:56.608067	M007	ON
2011-07-09 15:51:56.712847	M016	OFF
2011-07-09 15:51:57.032868	M015	OFF
2011-07-09 15:51:57.521531	SS010	MOVED
2011-07-09 15:51:57.809427	M008	OFF
2011-07-09 15:51:58.503689	M009	OFF
2011-07-09 15:51:59.780962	M007	OFF
2011-07-09 15:52:05.03156	M007	ON
2011-07-09 15:52:08.035351	M007	OFF
2011-07-09 15:52:14.404753	M007	ON
2011-07-09 15:52:16.292497	M007	OFF
2011-07-09 15:52:17.218746	M007	ON
2011-07-09 15:52:19.8478	M007	OFF
2011-07-09 15:52:20.49257	M007	ON
2011-07-09 15:52:21.533707	M007	OFF
2011-07-09 15:52:24.15346	M007	ON
2011-07-09 15:52:25.621475	M002	ON
2011-07-09 15:52:26.113306	M008	ON
2011-07-09 15:52:26.228376	M009	ON
2011-07-09 15:52:26.776882	M002	OFF
2011-07-09 15:52:27.397158	M015	ON
2011-07-09 15:52:28.014758	M016	ON
2011-07-09 15:52:28.291688	M007	OFF
2011-07-09 15:52:28.546247	M008	OFF
2011-07-09 15:52:28.853066	M009	OFF
2011-07-09 15:52:29.319908	M017	ON
2011-07-09 15:52:29.881489	M018	ON
2011-07-09 15:52:30.213839	M015	OFF
2011-07-09 15:52:30.601511	SS010	STILL
2011-07-09 15:52:30.618221	M016	OFF
2011-07-09 15:52:30.92513	M051	ON
2011-07-09 15:52:31.292995	M017	OFF
2011-07-09 15:52:31.720457	D011	OPEN
2011-07-09 15:52:33.044969	M018	OFF
2011-07-09 15:52:34.891513	SS002	MOVED
2011-07-09 15:52:35.110372	M018	ON
2011-07-09 15:52:36.25581	D011	CLOSE
2011-07-09 15:52:36.312165	M018	OFF
2011-07-09 15:52:39.391438	SS010	MOVED
2011-07-09 15:52:41.880944	M018	ON
2011-07-09 15:52:42.281598	SS010	STILL
2011-07-09 15:52:43.115254	M051	OFF
2011-07-09 15:52:47.229987	M017	ON
2011-07-09 15:52:47.508819	M018	OFF
2011-07-09 15:52:52.932813	M016	ON
2011-07-09 15:52:53.386295	BATV017	8780
2011-07-09 15:52:53.403452	BATP017	94
2011-07-09 15:52:53.413815	M017	OFF
2011-07-09 15:52:54.095069	M017	ON
2011-07-09 15:52:54.171029	M016	OFF
2011-07-09 15:52:55.874858	M017	OFF
2011-07-09 15:52:56.42346	M017	ON
2011-07-09 15:52:58.388373	M016	ON
2011-07-09 15:52:59.512846	M016	OFF
2011-07-09 15:53:04.741612	SS010	MOVED
2011-07-09 15:53:06.810957	M018	ON				1-3-start
2011-07-09 15:53:07.61348	M035	ON
2011-07-09 15:53:07.858899	M017	OFF
2011-07-09 15:53:08.135182	M051	ON
2011-07-09 15:53:08.760085	M035	OFF
2011-07-09 15:53:08.842697	D011	OPEN
2011-07-09 15:53:09.450297	M018	OFF
2011-07-09 15:53:12.537317	M051	OFF
2011-07-09 15:53:13.35148	SS001	MOVED
2011-07-09 15:53:18.901455	SS003	MOVED
2011-07-09 15:53:19.289263	M051	ON
2011-07-09 15:53:19.935681	M018	ON
2011-07-09 15:53:20.851453	SS003	STILL
2011-07-09 15:53:21.761416	SS002	STILL
2011-07-09 15:53:21.980616	SS002	MOVED				1.1
2011-07-09 15:53:22.123912	M017	ON				1.4
2011-07-09 15:53:22.290888	M051	OFF
2011-07-09 15:53:22.712779	SS010	STILL
2011-07-09 15:53:22.93504	M018	OFF
2011-07-09 15:53:24.90156	SS002	STILL
2011-07-09 15:53:25.255241	M017	OFF
2011-07-09 15:53:26.221242	M017	ON
2011-07-09 15:53:27.069408	M018	ON				1.4
2011-07-09 15:53:27.348334	M017	OFF
2011-07-09 15:53:28.674954	M051	ON
2011-07-09 15:53:30.069021	M018	OFF
2011-07-09 15:53:30.521497	SS010	MOVED
2011-07-09 15:53:30.814445	M018	ON				1.8
2011-07-09 15:53:31.952252	M018	OFF
2011-07-09 15:53:34.149557	M051	OFF
2011-07-09 15:53:36.212683	SS003	MOVED				1.2
2011-07-09 15:53:46.273369	M051	ON
2011-07-09 15:53:48.220912	D011	CLOSE
2011-07-09 15:53:48.43376	M018	ON
2011-07-09 15:53:48.502674	SS001	STILL				1.3
2011-07-09 15:53:49.409404	D011	OPEN
2011-07-09 15:53:50.040943	M017	ON				1.5
2011-07-09 15:53:50.593559	M051	OFF
2011-07-09 15:53:51.081832	M018	OFF
2011-07-09 15:53:51.652086	M016	ON				1.10
2011-07-09 15:53:51.971812	M015	ON
2011-07-09 15:53:52.486402	M017	OFF
2011-07-09 15:53:53.031401	M009	ON
2011-07-09 15:53:53.241442	SS002	STILL
2011-07-09 15:53:53.485184	M008	ON
2011-07-09 15:53:53.701723	M016	OFF
2011-07-09 15:53:54.400345	M015	OFF
2011-07-09 15:53:54.90713	M001	ON
2011-07-09 15:53:55.213949	M023	ON
2011-07-09 15:53:55.49078	M009	OFF
2011-07-09 15:53:55.623352	M008	OFF
2011-07-09 15:53:56.597217	M001	OFF
2011-07-09 15:53:56.922761	M023	OFF
2011-07-09 15:53:58.129598	M001	ON
2011-07-09 15:53:59.282664	M023	ON
2011-07-09 15:53:59.559458	M002	ON
2011-07-09 15:54:00.442508	M023	OFF
2011-07-09 15:54:00.922313	M001	OFF
2011-07-09 15:54:02.554624	M002	OFF
2011-07-09 15:54:03.318701	M002	ON
2011-07-09 15:54:05.764783	M007	ON				1.6
2011-07-09 15:54:06.129158	M002	OFF
2011-07-09 15:54:06.905987	M007	OFF
2011-07-09 15:54:08.191732	M002	ON
2011-07-09 15:54:08.400579	M003	ON
2011-07-09 15:54:08.903711	M006	ON				1.6
2011-07-09 15:54:09.314681	M002	OFF
2011-07-09 15:54:10.090516	M003	OFF
2011-07-09 15:54:10.684894	M003	ON
2011-07-09 15:54:11.700372	M006	OFF
2011-07-09 15:54:12.155888	M004	ON
2011-07-09 15:54:13.645098	M003	OFF
2011-07-09 15:54:14.968454	M003	ON
2011-07-09 15:54:17.033447	M004	OFF
2011-07-09 15:54:17.372084	M002	ON
2011-07-09 15:54:17.774432	M003	OFF
2011-07-09 15:54:18.922749	M001	ON
2011-07-09 15:54:19.269382	M007	ON
2011-07-09 15:54:19.912237	M008	ON
2011-07-09 15:54:20.091909	M009	ON
2011-07-09 15:54:20.173856	M001	OFF
2011-07-09 15:54:20.205822	M002	OFF
2011-07-09 15:54:20.393945	M007	OFF
2011-07-09 15:54:20.646308	M015	ON
2011-07-09 15:54:21.293343	M016	ON
2011-07-09 15:54:21.7529	BATP202	93
2011-07-09 15:54:21.80001	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/12.wav</do>
2011-07-09 15:54:21.872285	M008	OFF
2011-07-09 15:54:22.08693	M009	OFF
2011-07-09 15:54:22.520514	M017	ON
2011-07-09 15:54:23.451201	M015	OFF
2011-07-09 15:54:23.862804	M018	ON
2011-07-09 15:54:23.943009	SS010	STILL
2011-07-09 15:54:24.070851	M016	OFF
2011-07-09 15:54:25.092875	M017	OFF
2011-07-09 15:54:25.652305	M051	ON
2011-07-09 15:54:27.33745	M017	ON
2011-07-09 15:54:27.735462	M051	OFF
2011-07-09 15:54:28.358482	M018	OFF
2011-07-09 15:54:28.584634	M016	ON
2011-07-09 15:54:29.08243	M015	ON
2011-07-09 15:54:29.783106	M017	OFF
2011-07-09 15:54:30.230514	M014	ON				1.7
2011-07-09 15:54:30.623628	M016	OFF
2011-07-09 15:54:31.143989	M015	OFF
2011-07-09 15:54:31.374122	M013	ON
2011-07-09 15:54:32.94041	M014	OFF
2011-07-09 15:54:33.522936	M013	OFF
2011-07-09 15:54:34.07442	M013	ON
2011-07-09 15:54:34.236496	M014	ON
2011-07-09 15:54:35.189875	M013	OFF
2011-07-09 15:54:36.673974	M014	OFF
2011-07-09 15:54:38.962197	M013	ON
2011-07-09 15:54:39.484247	M014	ON
2011-07-09 15:54:41.545077	M013	OFF
2011-07-09 15:54:41.918139	M014	OFF
2011-07-09 15:54:44.352984	M014	ON
2011-07-09 15:54:45.878712	M013	ON
2011-07-09 15:54:46.795984	M014	OFF
2011-07-09 15:54:48.51147	M013	OFF
2011-07-09 15:54:49.261171	M013	ON
2011-07-09 15:54:49.838477	M012	ON
2011-07-09 15:54:50.344096	M014	ON
2011-07-09 15:54:50.858885	M012	OFF
2011-07-09 15:54:51.507982	M013	OFF
2011-07-09 15:54:51.745114	M016	ON
2011-07-09 15:54:51.855778	M015	ON
2011-07-09 15:54:52.428797	M014	OFF
2011-07-09 15:54:53.193873	M017	ON
2011-07-09 15:54:53.389071	M015	OFF
2011-07-09 15:54:53.453813	M016	OFF
2011-07-09 15:54:53.935624	M018	ON				1.9
2011-07-09 15:54:54.631391	SS010	STILL
2011-07-09 15:54:54.922823	M017	OFF
2011-07-09 15:54:55.368311	M051	ON
2011-07-09 15:54:56.342099	M018	OFF
2011-07-09 15:54:57.561531	SS010	MOVED
2011-07-09 15:54:58.282097	M051	OFF
2011-07-09 15:54:58.829193	M051	ON
2011-07-09 15:54:59.591485	SS001	MOVED
2011-07-09 15:55:00.414643	D011	CLOSE
2011-07-09 15:55:01.431539	SS010	STILL
2011-07-09 15:55:01.750783	M018	ON				1-3-end
2011-07-09 15:55:02.1315	SS002	MOVED
2011-07-09 15:55:02.144917	SS003	STILL
2011-07-09 15:55:03.169626	M017	ON
2011-07-09 15:55:03.500427	SS001	STILL
2011-07-09 15:55:03.722619	M051	OFF
2011-07-09 15:55:03.808843	M018	OFF
2011-07-09 15:55:04.386348	M016	ON
2011-07-09 15:55:04.517356	M015	ON
2011-07-09 15:55:05.229632	M017	OFF
2011-07-09 15:55:05.850765	M009	ON
2011-07-09 15:55:06.143863	M008	ON
2011-07-09 15:55:06.535314	M007	ON
2011-07-09 15:55:06.637769	M016	OFF
2011-07-09 15:55:06.959266	M015	OFF
2011-07-09 15:55:07.291385	SS010	MOVED
2011-07-09 15:55:08.041277	M009	OFF
2011-07-09 15:55:08.123018	M008	OFF
2011-07-09 15:55:09.881848	M007	OFF
2011-07-09 15:55:16.993138	M007	ON
2011-07-09 15:55:18.700305	M007	OFF
2011-07-09 15:55:22.431947	M007	ON
2011-07-09 15:55:23.572469	M007	OFF
2011-07-09 15:55:33.550216	M007	ON
2011-07-09 15:55:34.625256	M007	OFF
2011-07-09 15:55:37.235224	M007	ON
2011-07-09 15:55:38.385087	M007	OFF
2011-07-09 15:55:38.939273	M007	ON
2011-07-09 15:55:39.171647	M002	ON
2011-07-09 15:55:39.510395	M009	ON
2011-07-09 15:55:39.608625	M008	ON
2011-07-09 15:55:40.223858	M002	OFF
2011-07-09 15:55:40.764091	M015	ON
2011-07-09 15:55:40.956988	M016	ON
2011-07-09 15:55:41.648243	M007	OFF
2011-07-09 15:55:41.846101	M008	OFF
2011-07-09 15:55:42.141661	M009	OFF
2011-07-09 15:55:42.413532	M017	ON
2011-07-09 15:55:43.171449	M018	ON				1-4-start
2011-07-09 15:55:43.31632	M015	OFF
2011-07-09 15:55:43.755339	M016	OFF
2011-07-09 15:55:43.952752	SS010	STILL
2011-07-09 15:55:44.196332	M051	ON
2011-07-09 15:55:44.582427	M017	OFF
2011-07-09 15:55:45.136932	D011	OPEN
2011-07-09 15:55:45.618245	M018	OFF
2011-07-09 15:55:46.881519	SS010	MOVED
2011-07-09 15:55:48.552441	SS002	MOVED				1.1
2011-07-09 15:55:49.624778	D011	CLOSE
2011-07-09 15:55:50.601441	SS010	STILL
2011-07-09 15:55:51.061422	SS001	MOVED
2011-07-09 15:55:53.011528	SS001	STILL
2011-07-09 15:55:53.421489	SS010	MOVED
2011-07-09 15:55:55.753216	M018	ON				1.4
2011-07-09 15:55:56.589145	M051	OFF
2011-07-09 15:55:59.773163	M017	ON				1.4
2011-07-09 15:56:00.315219	M018	OFF
2011-07-09 15:56:10.111651	M017	OFF
2011-07-09 15:56:13.382266	M016	ON
2011-07-09 15:56:15.049809	M016	OFF
2011-07-09 15:56:16.265546	M017	ON
2011-07-09 15:56:17.320916	M016	ON				1.4
2011-07-09 15:56:17.419105	M017	OFF
2011-07-09 15:56:18.462566	M016	OFF
2011-07-09 15:56:18.541108	M017	ON
2011-07-09 15:56:19.191726	M016	ON
2011-07-09 15:56:19.631898	M017	OFF
2011-07-09 15:56:20.219801	M017	ON
2011-07-09 15:56:20.318165	M016	OFF
2011-07-09 15:56:21.596349	M018	ON				1.8
2011-07-09 15:56:22.461509	M051	ON
2011-07-09 15:56:23.211617	SS010	STILL
2011-07-09 15:56:23.225693	M017	OFF
2011-07-09 15:56:23.477021	D011	OPEN
2011-07-09 15:56:23.840236	M018	OFF
2011-07-09 15:56:26.777559	M051	OFF
2011-07-09 15:56:27.551485	SS001	MOVED
2011-07-09 15:56:29.071578	SS010	MOVED
2011-07-09 15:56:29.73278	SS003	MOVED
2011-07-09 15:56:31.830378	M051	ON
2011-07-09 15:56:32.868008	M018	ON
2011-07-09 15:56:32.92286	SS010	STILL
2011-07-09 15:56:34.39149	SS001	STILL
2011-07-09 15:56:34.441625	SS002	STILL
2011-07-09 15:56:34.454804	M017	ON
2011-07-09 15:56:35.019658	M051	OFF
2011-07-09 15:56:35.66952	M018	OFF
2011-07-09 15:56:35.876649	M016	ON
2011-07-09 15:56:36.18827	M015	ON
2011-07-09 15:56:36.668436	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/11.wav</do>
2011-07-09 15:56:36.923849	M017	OFF
2011-07-09 15:56:37.801521	SS010	MOVED
2011-07-09 15:56:37.919641	M008	ON
2011-07-09 15:56:38.038862	M009	ON
2011-07-09 15:56:38.114108	M016	OFF
2011-07-09 15:56:38.631872	M007	ON
2011-07-09 15:56:38.816285	M015	OFF
2011-07-09 15:56:40.162819	M008	OFF
2011-07-09 15:56:40.271981	M009	OFF
2011-07-09 15:56:41.049063	M001	ON
2011-07-09 15:56:41.138637	M008	ON
2011-07-09 15:56:41.385685	M009	ON
2011-07-09 15:56:41.764132	M007	OFF
2011-07-09 15:56:42.169611	M001	OFF
2011-07-09 15:56:42.566547	M015	ON
2011-07-09 15:56:43.003232	M016	ON
2011-07-09 15:56:43.084314	M009	OFF
2011-07-09 15:56:43.436455	M008	OFF
2011-07-09 15:56:44.225509	M017	ON
2011-07-09 15:56:44.684695	M016	OFF
2011-07-09 15:56:45.011172	M015	OFF
2011-07-09 15:56:45.091524	SS010	STILL
2011-07-09 15:56:45.251916	M018	ON
2011-07-09 15:56:46.275806	M051	ON
2011-07-09 15:56:46.459042	M017	OFF
2011-07-09 15:56:48.055272	M018	OFF				
2011-07-09 15:56:49.001438	SS010	MOVED
2011-07-09 15:56:49.801505	SS002	MOVED
2011-07-09 15:56:49.815198	SS001	MOVED				1.3
2011-07-09 15:56:50.584438	M051	OFF
2011-07-09 15:56:51.690957	M051	ON
2011-07-09 15:56:53.051472	SS003	STILL
2011-07-09 15:56:53.311663	M018	ON
2011-07-09 15:56:54.898609	M017	ON
2011-07-09 15:56:55.065162	M051	OFF
2011-07-09 15:56:55.421503	SS010	STILL
2011-07-09 15:56:56.090352	M018	OFF
2011-07-09 15:56:57.303893	M017	OFF
2011-07-09 15:56:58.361493	SS002	STILL
2011-07-09 15:56:58.835892	M017	ON
2011-07-09 15:56:59.854168	M018	ON
2011-07-09 15:57:00.521532	M017	OFF
2011-07-09 15:57:01.088533	M051	ON
2011-07-09 15:57:02.101187	M018	OFF
2011-07-09 15:57:02.668807	M018	ON
2011-07-09 15:57:04.373138	M018	OFF
2011-07-09 15:57:05.192828	SS010	MOVED
2011-07-09 15:57:05.962677	M051	OFF
2011-07-09 15:57:06.68148	SS003	MOVED
2011-07-09 15:57:08.591474	SS002	MOVED
2011-07-09 15:57:11.591051	M051	ON
2011-07-09 15:57:13.142653	SS001	STILL				1.5
2011-07-09 15:57:13.546352	D011	CLOSE
2011-07-09 15:57:13.981548	SS001	MOVED				1.5
2011-07-09 15:57:14.481739	M018	ON				1.10
2011-07-09 15:57:14.580625	M051	OFF
2011-07-09 15:57:15.7915	SS010	STILL
2011-07-09 15:57:15.896241	M017	ON				1.2
2011-07-09 15:57:15.931413	SS001	STILL			
2011-07-09 15:57:16.549981	M018	OFF
2011-07-09 15:57:17.29762	M016	ON
2011-07-09 15:57:17.60401	M015	ON
2011-07-09 15:57:17.961282	M017	OFF
2011-07-09 15:57:18.601045	M008	ON
2011-07-09 15:57:18.709532	M009	ON
2011-07-09 15:57:19.202864	M016	OFF
2011-07-09 15:57:19.687628	M015	OFF
2011-07-09 15:57:19.701629	SS010	MOVED
2011-07-09 15:57:20.167239	M002	ON
2011-07-09 15:57:20.372256	M007	ON				1.6
2011-07-09 15:57:20.642804	SS002	STILL
2011-07-09 15:57:20.721944	M008	OFF
2011-07-09 15:57:20.851878	M023	ON
2011-07-09 15:57:20.883466	M009	OFF
2011-07-09 15:57:20.924941	M001	ON
2011-07-09 15:57:21.294918	M002	OFF
2011-07-09 15:57:21.514159	M007	OFF
2011-07-09 15:57:21.844407	M002	ON
2011-07-09 15:57:21.957041	M001	OFF
2011-07-09 15:57:22.354293	M023	OFF
2011-07-09 15:57:22.65967	M001	ON
2011-07-09 15:57:23.801293	M001	OFF
2011-07-09 15:57:27.121755	M007	ON				1.6
2011-07-09 15:57:28.295267	M006	ON
2011-07-09 15:57:28.350644	M007	OFF
2011-07-09 15:57:28.57975	M002	OFF
2011-07-09 15:57:28.973019	M003	ON
2011-07-09 15:57:30.425481	M004	ON
2011-07-09 15:57:30.487116	M006	OFF
2011-07-09 15:57:31.633927	M003	OFF
2011-07-09 15:57:32.186717	M003	ON
2011-07-09 15:57:33.485084	M002	ON
2011-07-09 15:57:33.860223	M004	OFF
2011-07-09 15:57:34.086095	M003	OFF
2011-07-09 15:57:34.555441	M001	ON
2011-07-09 15:57:34.701629	M008	ON
2011-07-09 15:57:35.595005	M001	OFF
2011-07-09 15:57:35.815168	M002	OFF
2011-07-09 15:57:35.854323	M015	ON
2011-07-09 15:57:36.138187	M009	ON
2011-07-09 15:57:36.432845	M016	ON
2011-07-09 15:57:37.009178	M008	OFF
2011-07-09 15:57:37.133986	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/12.wav</do>
2011-07-09 15:57:37.265091	M009	OFF
2011-07-09 15:57:37.695216	M017	ON
2011-07-09 15:57:38.251171	M015	OFF
2011-07-09 15:57:39.09156	SS010	STILL
2011-07-09 15:57:39.252785	M016	OFF
2011-07-09 15:57:39.404863	M018	ON
2011-07-09 15:57:40.060966	M017	OFF
2011-07-09 15:57:41.765769	M017	ON
2011-07-09 15:57:42.629379	M018	OFF
2011-07-09 15:57:43.361354	M016	ON
2011-07-09 15:57:43.515365	M015	ON
2011-07-09 15:57:44.047014	M017	OFF
2011-07-09 15:57:44.546012	M014	ON				1.7
2011-07-09 15:57:44.9627	SS010	MOVED
2011-07-09 15:57:45.440656	M016	OFF
2011-07-09 15:57:45.760243	M015	OFF
2011-07-09 15:57:47.9321	M013	ON				1.7
2011-07-09 15:57:50.171747	M013	OFF
2011-07-09 15:57:52.780147	M014	OFF
2011-07-09 15:57:53.383682	M014	ON
2011-07-09 15:57:53.767854	M013	ON
2011-07-09 15:57:55.709306	M012	ON
2011-07-09 15:57:56.371244	M014	OFF
2011-07-09 15:57:56.857241	M012	OFF
2011-07-09 15:57:58.62305	M014	ON
2011-07-09 15:57:59.583698	M013	OFF
2011-07-09 15:58:00.195146	M015	ON
2011-07-09 15:58:00.289272	M016	ON
2011-07-09 15:58:00.456164	M014	OFF
2011-07-09 15:58:01.060868	M017	ON
2011-07-09 15:58:01.355107	M015	OFF
2011-07-09 15:58:01.539143	M016	OFF
2011-07-09 15:58:02.675436	M018	ON				1.9
2011-07-09 15:58:03.051472	SS010	STILL
2011-07-09 15:58:03.138841	M051	ON
2011-07-09 15:58:03.322227	M017	OFF
2011-07-09 15:58:03.842155	D011	OPEN
2011-07-09 15:58:04.731537	M018	OFF
2011-07-09 15:58:05.473872	M018	ON				1-4-end
2011-07-09 15:58:05.991487	SS010	MOVED
2011-07-09 15:58:06.608548	M018	OFF
2011-07-09 15:58:07.887695	M051	OFF
2011-07-09 15:58:08.551602	M051	ON
2011-07-09 15:58:09.228872	M018	ON
2011-07-09 15:58:10.161673	D011	CLOSE
2011-07-09 15:58:10.345238	M018	OFF
2011-07-09 15:58:11.111562	SS002	MOVED
2011-07-09 15:58:11.480061	M018	ON
2011-07-09 15:58:12.57185	M017	ON
2011-07-09 15:58:12.612542	M051	OFF
2011-07-09 15:58:13.091508	SS003	STILL
2011-07-09 15:58:13.351007	M018	OFF
2011-07-09 15:58:14.150216	M015	ON
2011-07-09 15:58:14.231017	M016	ON
2011-07-09 15:58:14.576634	M017	OFF
2011-07-09 15:58:15.157062	M009	ON
2011-07-09 15:58:15.239886	M008	ON
2011-07-09 15:58:16.015355	M016	OFF
2011-07-09 15:58:16.158213	M007	ON
2011-07-09 15:58:16.189078	M015	OFF
2011-07-09 15:58:16.197486	SS010	MOVED
2011-07-09 15:58:17.200871	M009	OFF
2011-07-09 15:58:17.660276	M008	OFF
2011-07-09 15:58:20.358592	M007	OFF
2011-07-09 15:58:26.384925	M007	ON
2011-07-09 15:58:30.122175	M007	OFF
2011-07-09 15:58:32.160119	M007	ON
2011-07-09 15:58:34.072362	M007	OFF
2011-07-09 15:58:35.013711	M007	ON
2011-07-09 15:58:36.117101	M007	OFF
2011-07-09 15:58:36.858462	M007	ON
2011-07-09 15:58:38.94157	M007	OFF
2011-07-09 15:58:40.23698	M007	ON
2011-07-09 15:58:41.368245	M007	OFF
2011-07-09 15:59:22.662708	BATV020	9080
2011-07-09 15:59:26.733034	M007	ON
2011-07-09 15:59:27.869444	M007	OFF
2011-07-09 15:59:28.59043	M007	ON
2011-07-09 15:59:30.651648	M007	OFF
2011-07-09 15:59:36.306381	M007	ON
2011-07-09 15:59:40.227345	M007	OFF
2011-07-09 15:59:42.481383	M007	ON
2011-07-09 15:59:43.56452	BATV007	8980
2011-07-09 15:59:43.577544	M007	OFF
2011-07-09 16:00:07.994413	M007	ON
2011-07-09 16:00:08.108712	M006	ON
2011-07-09 16:00:09.240455	M006	OFF
2011-07-09 16:00:11.240475	M008	ON
2011-07-09 16:00:11.375989	M009	ON
2011-07-09 16:00:12.937004	M015	ON
2011-07-09 16:00:13.053178	M007	OFF
2011-07-09 16:00:13.24911	M016	ON				2-1-start
2011-07-09 16:00:13.634323	M009	OFF
2011-07-09 16:00:13.87489	M008	OFF
2011-07-09 16:00:14.742157	M017	ON
2011-07-09 16:00:15.190198	M015	OFF
2011-07-09 16:00:15.492371	D007	OPEN				2.1
2011-07-09 16:00:16.160733	M016	OFF
2011-07-09 16:00:19.814474	M017	OFF
2011-07-09 16:00:23.370539	M017	ON				2.2
2011-07-09 16:00:23.77146	SS018	MOVED
2011-07-09 16:00:25.047348	M017	OFF
2011-07-09 16:00:25.397876	I010	ABSENT			2.3
2011-07-09 16:00:25.649731	I006	ABSENT			2.3
2011-07-09 16:00:27.298119	M017	ON
2011-07-09 16:00:28.430096	M017	OFF
2011-07-09 16:00:29.375484	M017	ON
2011-07-09 16:00:29.64146	SS018	STILL
2011-07-09 16:00:29.964967	SS010	STILL
2011-07-09 16:00:30.513397	M017	OFF
2011-07-09 16:00:36.811469	SS010	MOVED
2011-07-09 16:00:37.031439	SS010	STILL
2011-07-09 16:00:43.87146	SS010	MOVED
2011-07-09 16:00:46.211396	SS010	STILL
2011-07-09 16:00:49.150048	SS010	MOVED
2011-07-09 16:01:27.110246	M017	ON
2011-07-09 16:01:28.238407	M017	OFF
2011-07-09 16:01:33.031626	SS010	STILL
2011-07-09 16:01:43.772793	SS010	MOVED
2011-07-09 16:01:46.481592	SS010	STILL
2011-07-09 16:01:49.420153	SS010	MOVED
2011-07-09 16:01:49.942776	SS010	STILL
2011-07-09 16:01:51.891496	SS010	MOVED
2011-07-09 16:01:51.931449	SS010	STILL
2011-07-09 16:01:53.891476	SS010	MOVED
2011-07-09 16:01:54.34143	SS010	STILL
2011-07-09 16:02:08.541722	M017	ON
2011-07-09 16:02:09.708682	M017	OFF
2011-07-09 16:02:14.721439	SS010	STILL
2011-07-09 16:02:16.671486	SS010	MOVED
2011-07-09 16:02:16.771507	SS010	STILL
2011-07-09 16:02:23.610229	SS010	MOVED
2011-07-09 16:02:23.982688	SS010	STILL
2011-07-09 16:02:27.881494	SS010	MOVED
2011-07-09 16:02:30.511543	SS010	STILL
2011-07-09 16:02:36.371481	SS010	MOVED
2011-07-09 16:02:36.551435	SS010	STILL
2011-07-09 16:02:38.511426	SS010	MOVED
2011-07-09 16:02:43.241699	SS010	STILL
2011-07-09 16:02:46.161512	SS010	MOVED
2011-07-09 16:02:46.472635	SS010	STILL
2011-07-09 16:02:52.972952	M017	ON
2011-07-09 16:02:53.301476	SS010	MOVED
2011-07-09 16:02:54.107538	M017	OFF
2011-07-09 16:02:59.803946	M017	ON				
2011-07-09 16:03:00.747523	I006	PRESENT
2011-07-09 16:03:00.854027	M017	OFF
2011-07-09 16:03:01.074163	I010	PRESENT			2-1-end
2011-07-09 16:03:02.513262	M017	ON
2011-07-09 16:03:04.31842	D007	CLOSE
2011-07-09 16:03:05.842614	M016	ON
2011-07-09 16:03:06.527112	M015	ON
2011-07-09 16:03:06.680344	M017	OFF
2011-07-09 16:03:07.600286	M009	ON
2011-07-09 16:03:07.804748	M008	ON
2011-07-09 16:03:08.540593	M007	ON
2011-07-09 16:03:08.646834	M015	OFF
2011-07-09 16:03:08.678986	M016	OFF
2011-07-09 16:03:09.845765	M009	OFF
2011-07-09 16:03:10.384395	M007	OFF
2011-07-09 16:03:10.682131	M008	OFF
2011-07-09 16:03:21.26823	M007	ON
2011-07-09 16:03:22.30824	M008	ON
2011-07-09 16:03:23.439375	M008	OFF
2011-07-09 16:03:23.538419	M009	ON
2011-07-09 16:03:23.99535	M008	ON
2011-07-09 16:03:24.912494	M015	ON
2011-07-09 16:03:25.164005	M016	ON
2011-07-09 16:03:25.429852	M007	OFF
2011-07-09 16:03:26.05988	M008	OFF
2011-07-09 16:03:26.340964	M009	OFF
2011-07-09 16:03:26.710892	M017	ON
2011-07-09 16:03:27.552526	D007	OPEN
2011-07-09 16:03:27.723518	M015	OFF
2011-07-09 16:03:28.420827	M016	OFF
2011-07-09 16:03:29.712947	I006	ABSENT
2011-07-09 16:03:32.494125	I010	ABSENT
2011-07-09 16:03:32.911737	M017	OFF
2011-07-09 16:03:33.472452	M017	ON
2011-07-09 16:03:34.590647	M017	OFF
2011-07-09 16:03:36.260618	M017	ON
2011-07-09 16:03:38.010058	M017	OFF
